744,Total Investments before Cash Equivalents,,,,,,,,,,,2990863,,,,,2671040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,Total Investments after Cash Equivalents,,,,,,,,,,,3026118,,,,,2706295,,,(6)(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1046,Industry Classification,"Percentage of Total Investments (at Fair Value) as of June 30, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076,Total Investments,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
