723,Total Investments before Cash Equivalents,,,,,,,,2890538,,,,2586583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,Total Investments after Cash Equivalents,,,,,,,,,2916363,,,,,2612408,,,(6)(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1028,Industry Classification,"Percentage of Total Investments (at Fair Value) as of September 30, 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1058,Total Investments,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
