348,Total Investments before Cash Equivalents,,,,,2357115,,,,2307966,,,,,,,,,,,
350,Total Investments after Cash Equivalents,,,,,2379768,,,,2330619,,,(6)(7),,,,,,,,
359,Industry Classification,"Percentage of Total Investments (at Fair Value) as of December 31, 2018",,,,,,,,,,,,,,,,,,,
384,Total Investments,100.0%,,,,,,,,,,,,,,,,,,,
