638,Total Investments before Cash Equivalents,,,,,,,,,2808718,,,,,2612308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,Total Investments after Cash Equivalents,,,,,,,,,2832274,,,,,2635864,,,(6)(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
954,Industry Classification,"Percentage of Total Investments (at Fair Value) as of September 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981,Total Investments,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
