591,Total Investments,,,,,,,,,,,2794539,,,,,2549504,,,(6)(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
900,Industry Classification,"Percentage of Total Investments (at Fair Value) as of June 30, 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,Total Investments,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
