590,Total Investments before Cash Equivalents,,,,,,,,,2792350,,,,,2594843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
592,Total Investments after Cash Equivalents,,,,,,,,,2814717,,,,,2617210,,,(6)(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,Industry Classification,"Percentage of Total Investments (at Fair Value) as of December 31, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
934,Total Investments,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
