691,Total Investments before Cash Equivalents,,,,,,,,,2753246,,,,,2492796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693,Total Investments after Cash Equivalents,,,,,,,,,2794401,,,,,2533951,,,(6)(7),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,Industry Classification,"Percentage of Total Investments (at Fair Value) as of June 30, 2021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1017,Total Investments,100.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
