294,Total Investments before Cash Equivalents and Option Contracts,,,,,2268596,,,,2248047,,,,,,,,,,,
296,Total Investments after Cash Equivalents and before Option Contracts,,,,,2282631,,,,2262082,,,,,,,,,,,
305,Industry Classification,"Percentage of Total Investments (at Fair Value) as of March 31, 2018",,,,,,,,,,,,,,,,,,,
330,Total Investments,100.0%,,,,,,,,,,,,,,,,,,,
